RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JB511851,,11/11/2018 01:40:00 AM,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/11/2018 10:45:00 AM,IMPROPER BACKING,IMPROPER BACKING,701,W,MAXWELL ST,1232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,1,11,41.864698024,-87.645121614,POINT (-87.645121613787 41.864698024204)
JB511582,,11/11/2018 01:33:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/11/2018 01:59:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,4597,S,OAKENWALD AVE,222,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,1,11,41.811551597,-87.593502973,POINT (-87.593502973448 41.811551597012)
JB511636,,11/11/2018 01:20:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/11/2018 01:32:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,517,W,33RD ST,915,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,1,11,41.834376538,-87.63961762,POINT (-87.639617619978 41.83437653832)
JB511830,Y,11/11/2018 01:00:00 AM,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/11/2018 10:30:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,2419,W,ADAMS ST,1125,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,1,11,41.878447098,-87.687143746,POINT (-87.687143745626 41.87844709766)
JB511581,Y,11/11/2018 01:00:00 AM,30,UNKNOWN,UNKNOWN,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,N,"$501 - $1,500",11/11/2018 01:51:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,4863,N,BROADWAY,2033,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,1,11,41.97080643,-87.659572084,POINT (-87.65957208353 41.970806429601)
JB511562,,11/11/2018 12:45:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN BARRIER,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"$501 - $1,500",11/11/2018 01:15:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,900,S,WESTERN AVE,1135,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,1,11,41.870202548,-87.686286902,POINT (-87.686286901771 41.870202548235)
JB511542,,11/11/2018 12:45:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,N,"OVER $1,500",11/11/2018 12:48:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,5457,N,WESTERN AVE,2012,,,,,,,4,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,1,11,41.981177247,-87.689210612,POINT (-87.68921061153 41.981177247102)
JB511561,,11/11/2018 12:40:00 AM,30,STOP SIGN/FLASHER,UNKNOWN,CLEAR,DARKNESS,ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/11/2018 01:13:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,201,N,MAY ST,1214,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,1,11,41.885584287,-87.655494989,POINT (-87.655494988564 41.885584286874)
JB511549,,11/11/2018 12:30:00 AM,55,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,SHOULDER DEFECT,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/11/2018 01:00:00 AM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,5500,S,LAKE SHORE DR SB,235,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,1,11,41.795188563,-87.579373001,POINT (-87.579373001156 41.795188562546)
JB511530,,11/11/2018 12:25:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",11/11/2018 12:29:00 AM,DISREGARDING TRAFFIC SIGNALS,FAILING TO YIELD RIGHT-OF-WAY,3300,N,ASHLAND AVE,1922,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,0,1,11,41.941565858,-87.668860403,POINT (-87.668860402909 41.941565857782)
JB511526,,11/11/2018 12:20:00 AM,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",11/11/2018 12:24:00 AM,EXCEEDING AUTHORIZED SPEED LIMIT,UNABLE TO DETERMINE,4237,W,HADDON AVE,1111,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,1,11,41.901545497,-87.732691614,POINT (-87.732691614325 41.901545496848)
JB511516,,11/11/2018 12:18:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,N,"$501 - $1,500",11/11/2018 12:18:00 AM,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),FAILING TO YIELD RIGHT-OF-WAY,501,W,119TH ST,524,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,1,11,41.677783,-87.634738757,POINT (-87.634738757066 41.677783000468)
JB511554,,11/11/2018 12:17:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,FIXED OBJECT,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",11/11/2018 12:17:00 AM,NOT APPLICABLE,NOT APPLICABLE,3631,W,DOUGLAS BLVD,1011,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,1,11,41.862275507,-87.716451439,POINT (-87.716451439226 41.862275506931)
JB511508,,11/10/2018 11:49:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,CENTER TURN LANE,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/10/2018 11:50:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,7308,S,KEDZIE AVE,835,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,11,41.760440042,-87.702847463,POINT (-87.702847463156 41.760440042048)
JB512232,,11/10/2018 11:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/11/2018 04:50:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3241,W,PETERSON AVE,1711,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,11,41.990254848,-87.710763244,POINT (-87.710763243534 41.990254848132)
JB511929,Y,11/10/2018 11:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,OTHER,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/11/2018 12:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5874,S,ARCHER AVE,814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,11,41.795918388,-87.761780789,POINT (-87.761780789101 41.795918387995)
JB511480,,11/10/2018 11:23:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/10/2018 11:24:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,4400,W,WASHINGTON BLVD,1113,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,11,41.882036376,-87.735641196,POINT (-87.735641195598 41.882036376141)
JB511498,,11/10/2018 11:10:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,11/10/2018 11:50:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,3200,N,WESTERN AVE,1921,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,23,7,11,41.939502996,-87.688313429,POINT (-87.688313428863 41.939502996037)
JB512198,,11/10/2018 11:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,11/11/2018 04:36:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3632,N,CLARK ST,1923,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,11,41.948016352,-87.657339668,POINT (-87.657339668384 41.94801635212)
JB511543,,11/10/2018 10:51:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/11/2018 01:00:00 AM,IMPROPER OVERTAKING/PASSING,FAILING TO REDUCE SPEED TO AVOID CRASH,2357,N,MILWAUKEE AVE,1414,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,11,41.924150306,-87.699150883,POINT (-87.699150882692 41.924150305628)
JB511481,,11/10/2018 10:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,N,"OVER $1,500",11/10/2018 10:30:00 PM,IMPROPER LANE USAGE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,9901,S,HALSTED ST,2232,,,,,,,2,NONINCAPACITATING INJURY,2,0,0,2,0,0,0,22,7,11,41.714125649,-87.642852547,POINT (-87.642852547443 41.714125649277)
JB511479,,11/10/2018 10:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/10/2018 11:25:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,10301,S,MICHIGAN AVE,512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,11,41.707156862,-87.620070478,POINT (-87.620070478051 41.707156861607)
JB511467,,11/10/2018 10:27:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/10/2018 10:30:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,11455,S,FOREST AVE,531,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,11,41.685574683,-87.615452673,POINT (-87.61545267309 41.685574683276)
JB511468,,11/10/2018 10:25:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",11/10/2018 10:27:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5106,S,PRINCETON AVE,935,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,7,11,41.80155782,-87.633322739,POINT (-87.633322739022 41.801557819564)
JB511462,,11/10/2018 10:24:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/10/2018 10:35:00 PM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,2382,N,MILWAUKEE AVE,1414,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,11,41.924453839,-87.700107027,POINT (-87.700107026634 41.924453839448)
JB511463,,11/10/2018 10:05:00 PM,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,OTHER,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",11/10/2018 10:30:00 PM,IMPROPER BACKING,NOT APPLICABLE,2233,S,DR MARTIN LUTHER KING JR DR,132,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,7,11,41.852075574,-87.618850804,POINT (-87.618850803918 41.852075574499)
JB512023,,11/10/2018 10:00:00 PM,0,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/11/2018 01:40:00 PM,IMPROPER LANE USAGE,IMPROPER LANE USAGE,7112,S,FRANCISCO AVE,831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,7,11,41.764065361,-87.695610424,POINT (-87.695610423881 41.764065360814)
JB511434,,11/10/2018 09:45:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",11/10/2018 09:51:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",UNABLE TO DETERMINE,5901,S,PULASKI RD,822,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,21,7,11,41.785893896,-87.722813351,POINT (-87.722813350541 41.785893895635)
JB511430,,11/10/2018 09:40:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/10/2018 10:10:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,300,S,KOSTNER AVE,1131,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,7,11,41.876918244,-87.735494772,POINT (-87.735494771939 41.876918244365)
JB511445,,11/10/2018 09:38:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ALLEY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,,"OVER $1,500",11/10/2018 10:10:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,2899,N,DRAKE AVE,1412,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,7,11,41.933972968,-87.715587365,POINT (-87.715587364833 41.933972968108)
JB511452,,11/10/2018 09:36:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/10/2018 09:36:00 PM,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,6300,N,SHERIDAN RD,2433,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,6,0,21,7,11,41.996510057,-87.655730774,POINT (-87.655730773958 41.996510057378)
JB511922,,11/10/2018 09:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/11/2018 12:00:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,800,W,HARRISON ST,1232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,11,41.874453553,-87.647223787,POINT (-87.647223787176 41.874453552644)
JB511442,,11/10/2018 09:30:00 PM,20,NO CONTROLS,UNKNOWN,CLEAR,DAWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/10/2018 10:10:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,480,N,MC CLURG CT,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,11,41.890971494,-87.617813437,POINT (-87.617813437056 41.890971493758)
JB511427,,11/10/2018 09:25:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/10/2018 10:58:00 PM,NOT APPLICABLE,NOT APPLICABLE,8745,S,WALLACE ST,2223,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,7,11,41.734588561,-87.638564549,POINT (-87.63856454946 41.734588561056)
JB511420,,11/10/2018 09:20:00 PM,25,OTHER,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/10/2018 09:35:00 PM,IMPROPER BACKING,FAILING TO REDUCE SPEED TO AVOID CRASH,10300,S,TORRENCE AVE,434,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,11,41.708077429,-87.559806871,POINT (-87.559806871332 41.708077429042)
JB512296,Y,11/10/2018 09:00:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",11/11/2018 05:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,9058,S,ADA ST,2222,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,7,11,41.728684608,-87.656928205,POINT (-87.656928205303 41.728684608124)
JB511736,,11/10/2018 09:00:00 PM,35,UNKNOWN,UNKNOWN,UNKNOWN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/11/2018 08:07:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7500,S,COTTAGE GROVE AVE,624,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,11,41.758484888,-87.60553322,POINT (-87.605533219704 41.758484887637)
JB511398,,11/10/2018 09:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/10/2018 09:05:00 PM,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,1230,W,LAWRENCE AVE,2033,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,21,7,11,41.969115369,-87.660979992,POINT (-87.6609799919 41.969115368512)
JB511393,,11/10/2018 08:45:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,Y,"OVER $1,500",11/10/2018 09:05:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,2421,W,NORTH AVE,1423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,11,41.910199897,-87.688125231,POINT (-87.688125231469 41.91019989714)
JB511386,,11/10/2018 08:35:00 PM,40,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,8,CURVE ON GRADE,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/10/2018 08:36:00 PM,EXCEEDING SAFE SPEED FOR CONDITIONS,FAILING TO REDUCE SPEED TO AVOID CRASH,5600,N,LAKE SHORE DR NB,2022,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,11,41.983975995,-87.652836203,POINT (-87.652836202747 41.983975995232)
JB511377,,11/10/2018 08:11:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",11/10/2018 08:45:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,1592,W,DIVERSEY PKWY,1932,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,11,41.932514015,-87.66833623,POINT (-87.668336229586 41.932514015247)
JB511402,,11/10/2018 08:10:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,3,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/10/2018 09:14:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,2310,W,LOGAN BLVD,1432,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,7,11,41.930295459,-87.685818742,POINT (-87.685818741592 41.930295458606)
JB514174,,11/10/2018 08:00:00 PM,20,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/13/2018 11:03:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3050,W,WARREN BLVD,1222,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,7,11,41.882031383,-87.703260843,POINT (-87.703260842529 41.882031382736)
